subgroup,term,coef,p,significant
#50,logged_in_weekly,0.013626926631852165,0.962014842777041,no
#50,nr_files_viewed,-0.02846034893662834,0.1244499216156048,no
#50,nr_slides_viewed,-0.00011863494729094301,0.9917241017428673,no
#51,const,5.94510182115528,4.1352886328308195e-17,yes
#51,nr_distinct_files_viewed,0.054264470872463076,0.002103618356250576,yes
#51,total_course_activities,0.005590671799947326,0.17868808490543756,no
#51,nightly_activities,0.00016921016009642824,0.9455932099139418,no
#51,distinct_days,-0.008488646686011892,0.788685914722621,no
#51,logged_in_weekly,0.013626926631852165,0.962014842777041,no
#51,nr_files_viewed,-0.02846034893662834,0.1244499216156048,no
#51,nr_slides_viewed,-0.00011863494729094301,0.9917241017428673,no
#52,const,5.611700453377068,3.860855979642064e-14,yes
#52,nr_distinct_files_viewed,0.05554284450041157,0.005637194496626293,yes
#52,total_course_activities,0.002556716862144377,0.5252872473217112,no
#52,nightly_activities,0.0034427554090517253,0.245727742835286,no
#52,distinct_days,-0.046586071378351315,0.0778750847758094,yes
#52,logged_in_weekly,-0.6568788923875819,0.05200261183492003,yes
#52,nr_files_viewed,-0.0020435120676076373,0.9047031518604296,no
#52,nr_slides_viewed,-0.03443583950804849,0.012981908750018225,yes
#53,const,4.867248885831412,4.473007571467445e-12,yes
#53,nr_distinct_files_viewed,0.052331125379786805,0.008251335733269052,yes
#53,total_course_activities,0.006750340633308096,0.1073266052970073,no
#53,nightly_activities,-0.00015010709460405725,0.964197244090687,no
#53,distinct_days,-0.04851331778052594,0.09189421632245506,yes
#53,logged_in_weekly,0.09785283209708395,0.7995004776144101,no
#53,nr_files_viewed,-0.02631933455703959,0.15710823224086337,no
